story_index,doc_key,story_id,model_type,prompt_type,seed,num_story_images,source_file
529,8551,49,gpt4o,original,42,7,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
530,9418,50,gpt4o,original,42,6,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
531,5062,51,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
532,7596,52,gpt4o,original,42,6,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
533,7702,53,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
534,5265,54,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
535,1111,55,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
536,9334,56,gpt4o,original,42,6,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
537,2702,57,gpt4o,original,42,6,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
538,5349,58,gpt4o,original,42,6,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
539,3295,59,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
540,13683,0,human,large,42,6,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
541,13596,1,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
542,12423,2,human,large,42,6,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
543,12358,3,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
544,11719,4,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
545,11678,5,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
546,11543,6,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
547,11541,7,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
548,11457,8,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
549,11340,9,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
550,11260,10,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
551,10499,11,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
552,10486,12,human,large,42,6,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
553,10408,13,human,large,42,6,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
554,9914,14,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
555,9418,15,human,large,42,6,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
556,9334,16,human,large,42,6,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
557,8551,17,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
558,8154,18,human,large,42,6,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
559,8085,19,human,large,42,6,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
560,8061,20,human,large,42,8,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
561,7702,21,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
562,7596,22,human,large,42,6,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
563,7195,23,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
564,7150,24,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
565,7065,25,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
566,6921,26,human,large,42,7,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
567,6878,27,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
568,6847,28,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
569,6729,29,human,large,42,9,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
570,6215,30,human,large,42,6,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
571,6111,31,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
572,5721,32,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
573,5540,33,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
574,5349,34,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
575,5265,35,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
576,5201,36,human,large,42,9,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
577,5062,37,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
578,5047,38,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
579,4797,39,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
580,4173,40,human,large,42,8,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
581,4047,41,human,large,42,8,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
582,3891,42,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
583,3761,43,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
584,3295,44,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
585,3230,45,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
586,2926,46,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
587,2722,47,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
588,2702,48,human,large,42,6,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
589,2400,49,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
590,1467,50,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
591,1214,51,human,large,42,6,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
592,1201,52,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
593,1111,53,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
594,948,54,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
595,733,55,human,large,42,6,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
596,723,56,human,large,42,7,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
597,721,57,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
598,515,58,human,large,42,9,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
599,345,59,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
600,13683,0,human,large,43,6,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
601,13596,1,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
602,12423,2,human,large,43,6,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
603,12358,3,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
604,11719,4,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
605,11678,5,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
606,11543,6,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
607,11541,7,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
608,11457,8,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
609,11340,9,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
610,11260,10,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
611,10499,11,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
612,10486,12,human,large,43,6,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
613,10408,13,human,large,43,6,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
614,9914,14,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
615,9418,15,human,large,43,6,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
616,9334,16,human,large,43,6,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
617,8551,17,human,large,43,8,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
618,8154,18,human,large,43,6,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
619,8085,19,human,large,43,6,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
620,8061,20,human,large,43,8,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
621,7702,21,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
622,7596,22,human,large,43,6,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
623,7195,23,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
624,7150,24,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
625,7065,25,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
626,6921,26,human,large,43,7,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
627,6878,27,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
628,6847,28,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
629,6729,29,human,large,43,9,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
630,6215,30,human,large,43,7,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
631,6111,31,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
632,5721,32,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
633,5540,33,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
634,5349,34,human,large,43,6,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
635,5265,35,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
636,5201,36,human,large,43,9,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
637,5062,37,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
638,5047,38,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
639,4797,39,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
640,4173,40,human,large,43,8,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
641,4047,41,human,large,43,8,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
642,3891,42,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
643,3761,43,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
644,3295,44,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
645,3230,45,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
646,2926,46,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
647,2722,47,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
648,2702,48,human,large,43,6,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
649,2400,49,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
650,1467,50,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
651,1214,51,human,large,43,6,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
652,1201,52,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
653,1111,53,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
654,948,54,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
655,733,55,human,large,43,6,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
656,723,56,human,large,43,9,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
657,721,57,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
658,515,58,human,large,43,9,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
659,345,59,human,large,43,5,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
660,13683,0,human,large,44,6,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
661,13596,1,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
662,12423,2,human,large,44,6,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
663,12358,3,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
664,11719,4,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
665,11678,5,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
666,11543,6,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
667,11541,7,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
668,11457,8,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
669,11340,9,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
670,11260,10,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
671,10499,11,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
672,10486,12,human,large,44,6,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
673,10408,13,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
674,9914,14,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
675,9418,15,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
676,9334,16,human,large,44,6,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
677,8551,17,human,large,44,8,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
678,8154,18,human,large,44,6,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
679,8085,19,human,large,44,6,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
680,8061,20,human,large,44,8,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
681,7702,21,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
682,7596,22,human,large,44,6,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
683,7195,23,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
684,7150,24,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
685,7065,25,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
686,6921,26,human,large,44,7,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
687,6878,27,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
688,6847,28,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
689,6729,29,human,large,44,9,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
690,6215,30,human,large,44,7,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
691,6111,31,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
692,5721,32,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
693,5540,33,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
694,5349,34,human,large,44,6,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
695,5265,35,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
696,5201,36,human,large,44,9,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
697,5062,37,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
698,5047,38,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
699,4797,39,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
700,4173,40,human,large,44,8,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
701,4047,41,human,large,44,8,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
702,3891,42,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
703,3761,43,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
704,3295,44,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
705,3230,45,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
706,2926,46,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
707,2722,47,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
708,2702,48,human,large,44,6,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
709,2400,49,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
710,1467,50,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
711,1214,51,human,large,44,6,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
712,1201,52,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
713,1111,53,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
714,948,54,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
715,733,55,human,large,44,6,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
716,723,56,human,large,44,9,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
717,721,57,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
718,515,58,human,large,44,9,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
719,345,59,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
720,13683,0,human,original,42,6,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
721,13596,1,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
722,12423,2,human,original,42,6,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
723,12358,3,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
724,11719,4,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
725,11678,5,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
726,11543,6,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
727,11541,7,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
728,11457,8,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
729,11340,9,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
730,11260,10,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
731,10499,11,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
732,10486,12,human,original,42,6,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
733,10408,13,human,original,42,6,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
734,9914,14,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
735,9418,15,human,original,42,6,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
736,9334,16,human,original,42,6,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
737,8551,17,human,original,42,8,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
738,8154,18,human,original,42,6,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
739,8085,19,human,original,42,6,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
740,8061,20,human,original,42,8,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
741,7702,21,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
742,7596,22,human,original,42,6,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
743,7195,23,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
744,7150,24,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
745,7065,25,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
746,6921,26,human,original,42,7,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
747,6878,27,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
748,6847,28,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
749,6729,29,human,original,42,9,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
750,6215,30,human,original,42,7,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
751,6111,31,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
752,5721,32,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
753,5540,33,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
754,5349,34,human,original,42,6,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
755,5265,35,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
756,5201,36,human,original,42,10,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
757,5062,37,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
758,5047,38,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
759,4797,39,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
760,4173,40,human,original,42,8,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
761,4047,41,human,original,42,8,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
762,3891,42,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
763,3761,43,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
764,3295,44,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
765,3230,45,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
766,2926,46,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
767,2722,47,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
768,2702,48,human,original,42,6,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
769,2400,49,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
770,1467,50,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
771,1214,51,human,original,42,6,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
772,1201,52,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
773,1111,53,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
774,948,54,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
775,733,55,human,original,42,6,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
776,723,56,human,original,42,10,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
777,721,57,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
778,515,58,human,original,42,10,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
779,345,59,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
780,5062,0,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
781,10499,1,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
782,9914,2,internvl3,large,42,7,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
783,345,3,internvl3,large,42,6,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
784,7195,4,internvl3,large,42,11,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
785,5349,5,internvl3,large,42,6,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
786,12423,6,internvl3,large,42,6,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
787,1111,7,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
788,2722,8,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
789,10486,9,internvl3,large,42,6,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
790,6847,10,internvl3,large,42,9,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
791,515,11,internvl3,large,42,9,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
792,6878,12,internvl3,large,42,8,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
793,7065,13,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
794,3891,14,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
795,13683,15,internvl3,large,42,6,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
796,3295,16,internvl3,large,42,6,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
797,13596,17,internvl3,large,42,7,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
798,8154,18,internvl3,large,42,6,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
799,12358,19,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
800,1214,20,internvl3,large,42,7,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
801,6111,21,internvl3,large,42,7,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
802,5201,22,internvl3,large,42,9,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
803,11457,23,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
804,7702,24,internvl3,large,42,7,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
805,11340,25,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
806,5047,26,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
807,6921,27,internvl3,large,42,7,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
808,6729,28,internvl3,large,42,4,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
809,3230,29,internvl3,large,42,6,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
810,10408,30,internvl3,large,42,8,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
811,8551,31,internvl3,large,42,2,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
812,721,32,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
813,1201,33,internvl3,large,42,8,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
814,9418,34,internvl3,large,42,6,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
815,2400,35,internvl3,large,42,8,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
816,7596,36,internvl3,large,42,6,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
817,5721,37,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
818,2926,38,internvl3,large,42,6,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
